qi1vsqi2	qi1	qi2	Problem	pairAlgs	AlgA	AlgB	resQI1	resQI2	Agree
GDvsPFS	GD	PFS	TP2_3	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GDvsC	GD	C	TP2_3	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GSvsED	GS	ED	TP2_3	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GSvsPFS	GS	PFS	TP2_3	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
GSvsC	GS	C	TP2_3	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EDvsPFS	ED	PFS	TP2_3	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
EDvsC	ED	C	TP2_3	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
PFSvsC	PFS	C	TP2_3	CELLDE_PAES	CELLDE	PAES	A	A	TRUE
HVvsIGD	HV	IGD	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsEP	HV	EP	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsGD	HV	GD	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsGS	HV	GS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsED	HV	ED	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
HVvsPFS	HV	PFS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
HVvsC	HV	C	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsEP	IGD	EP	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsGD	IGD	GD	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsED	IGD	ED	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
IGDvsPFS	IGD	PFS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
IGDvsC	IGD	C	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EPvsGD	EP	GD	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EPvsGS	EP	GS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EPvsED	EP	ED	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EPvsPFS	EP	PFS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
EPvsC	EP	C	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
GDvsGS	GD	GS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
GDvsED	GD	ED	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
GDvsPFS	GD	PFS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
GDvsC	GD	C	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
GSvsED	GS	ED	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
GSvsPFS	GS	PFS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
GSvsC	GS	C	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
EDvsPFS	ED	PFS	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	B	FALSE
EDvsC	ED	C	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	A	A	TRUE
PFSvsC	PFS	C	TP2_3	CELLDE_SMPSO	CELLDE	SMPSO	B	A	FALSE
HVvsIGD	HV	IGD	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsEP	HV	EP	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsGD	HV	GD	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
HVvsGS	HV	GS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsED	HV	ED	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	ND	FALSE
HVvsPFS	HV	PFS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsC	HV	C	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsEP	IGD	EP	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsGD	IGD	GD	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
IGDvsGS	IGD	GS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsED	IGD	ED	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	ND	FALSE
IGDvsPFS	IGD	PFS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
IGDvsC	IGD	C	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EPvsGD	EP	GD	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	B	FALSE
EPvsGS	EP	GS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EPvsED	EP	ED	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	ND	FALSE
EPvsPFS	EP	PFS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EPvsC	EP	C	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
GDvsGS	GD	GS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	B	A	FALSE
GDvsED	GD	ED	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	B	ND	FALSE
GDvsPFS	GD	PFS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	B	A	FALSE
GDvsC	GD	C	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	B	A	FALSE
GSvsED	GS	ED	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	ND	FALSE
GSvsPFS	GS	PFS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
GSvsC	GS	C	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
EDvsPFS	ED	PFS	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	ND	A	FALSE
EDvsC	ED	C	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	ND	A	FALSE
PFSvsC	PFS	C	TP2_3	CELLDE_SPEA2	CELLDE	SPEA2	A	A	TRUE
HVvsIGD	HV	IGD	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsEP	HV	EP	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsGD	HV	GD	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsGS	HV	GS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsED	HV	ED	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsPFS	HV	PFS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
HVvsC	HV	C	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsGD	IGD	GD	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsGS	IGD	GS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsED	IGD	ED	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
IGDvsC	IGD	C	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
EPvsGD	EP	GD	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsGS	EP	GS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsED	EP	ED	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsPFS	EP	PFS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EPvsC	EP	C	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
GDvsGS	GD	GS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsED	GD	ED	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsPFS	GD	PFS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GDvsC	GD	C	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
GSvsED	GS	ED	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GSvsPFS	GS	PFS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
GSvsC	GS	C	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	B	TRUE
EDvsC	ED	C	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
PFSvsC	PFS	C	TP2_3	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsEP	HV	EP	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsGD	HV	GD	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsGS	HV	GS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsED	HV	ED	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsPFS	HV	PFS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
HVvsC	HV	C	TP2_3	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsGD	IGD	GD	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsGS	IGD	GS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsED	IGD	ED	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsPFS	IGD	PFS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
IGDvsC	IGD	C	TP2_3	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
EPvsGD	EP	GD	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EPvsGS	EP	GS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EPvsED	EP	ED	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EPvsPFS	EP	PFS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
EPvsC	EP	C	TP2_3	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
GDvsGS	GD	GS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
GDvsED	GD	ED	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
GDvsPFS	GD	PFS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
GDvsC	GD	C	TP2_3	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
GSvsED	GS	ED	TP2_3	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
GSvsPFS	GS	PFS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
GSvsC	GS	C	TP2_3	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	MOCELL_PAES	MOCELL	PAES	A	B	FALSE
EDvsC	ED	C	TP2_3	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
PFSvsC	PFS	C	TP2_3	MOCELL_PAES	MOCELL	PAES	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
HVvsEP	HV	EP	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
HVvsGD	HV	GD	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
HVvsGS	HV	GS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
HVvsED	HV	ED	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
HVvsPFS	HV	PFS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
HVvsC	HV	C	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
IGDvsGD	IGD	GD	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
IGDvsGS	IGD	GS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
IGDvsED	IGD	ED	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
IGDvsC	IGD	C	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
EPvsGD	EP	GD	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
EPvsGS	EP	GS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
EPvsED	EP	ED	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
EPvsPFS	EP	PFS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
EPvsC	EP	C	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
GDvsGS	GD	GS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
GDvsED	GD	ED	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
GDvsPFS	GD	PFS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
GDvsC	GD	C	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
GSvsED	GS	ED	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
GSvsPFS	GS	PFS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
GSvsC	GS	C	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	B	TRUE
EDvsC	ED	C	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
PFSvsC	PFS	C	TP2_3	MOCELL_SMPSO	MOCELL	SMPSO	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsEP	HV	EP	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsGD	HV	GD	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsGS	HV	GS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsED	HV	ED	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsPFS	HV	PFS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsC	HV	C	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsED	IGD	ED	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsC	IGD	C	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
EPvsGD	EP	GD	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsGS	EP	GS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsED	EP	ED	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsC	EP	C	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
GDvsGS	GD	GS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsED	GD	ED	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsPFS	GD	PFS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsC	GD	C	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
GSvsED	GS	ED	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GSvsPFS	GS	PFS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GSvsC	GS	C	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EDvsC	ED	C	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
PFSvsC	PFS	C	TP2_3	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsEP	HV	EP	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsGD	HV	GD	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsGS	HV	GS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsED	HV	ED	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsPFS	HV	PFS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsC	HV	C	TP2_3	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsGD	IGD	GD	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsGS	IGD	GS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsED	IGD	ED	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsPFS	IGD	PFS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsC	IGD	C	TP2_3	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
EPvsGD	EP	GD	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsGS	EP	GS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsED	EP	ED	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsPFS	EP	PFS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsC	EP	C	TP2_3	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
GDvsGS	GD	GS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GDvsED	GD	ED	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GDvsPFS	GD	PFS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GDvsC	GD	C	TP2_3	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
GSvsED	GS	ED	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GSvsPFS	GS	PFS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GSvsC	GS	C	TP2_3	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EDvsC	ED	C	TP2_3	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
PFSvsC	PFS	C	TP2_3	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsEP	HV	EP	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsGD	HV	GD	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsGS	HV	GS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
HVvsED	HV	ED	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsPFS	HV	PFS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
HVvsC	HV	C	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsGD	IGD	GD	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
IGDvsED	IGD	ED	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsPFS	IGD	PFS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
IGDvsC	IGD	C	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	ND	FALSE
EPvsGD	EP	GD	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsGS	EP	GS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
EPvsED	EP	ED	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsPFS	EP	PFS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
EPvsC	EP	C	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	ND	FALSE
GDvsGS	GD	GS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
GDvsED	GD	ED	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GDvsPFS	GD	PFS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
GDvsC	GD	C	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	ND	FALSE
GSvsED	GS	ED	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	B	A	FALSE
GSvsPFS	GS	PFS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	B	B	TRUE
GSvsC	GS	C	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	B	FALSE
EDvsC	ED	C	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	A	ND	FALSE
PFSvsC	PFS	C	TP2_3	NSGAII_SMPSO	NSGAII	SMPSO	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
HVvsEP	HV	EP	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
HVvsGD	HV	GD	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
HVvsGS	HV	GS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	A	FALSE
HVvsED	HV	ED	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
HVvsPFS	HV	PFS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	A	FALSE
HVvsC	HV	C	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
IGDvsGS	IGD	GS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	A	FALSE
IGDvsED	IGD	ED	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	A	FALSE
IGDvsC	IGD	C	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
EPvsGD	EP	GD	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
EPvsGS	EP	GS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	A	FALSE
EPvsED	EP	ED	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	A	FALSE
EPvsC	EP	C	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
GDvsGS	GD	GS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	ND	A	FALSE
GDvsED	GD	ED	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	ND	B	FALSE
GDvsPFS	GD	PFS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	ND	A	FALSE
GDvsC	GD	C	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	ND	ND	TRUE
GSvsED	GS	ED	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	A	B	FALSE
GSvsPFS	GS	PFS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	A	A	TRUE
GSvsC	GS	C	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	A	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	A	FALSE
EDvsC	ED	C	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
PFSvsC	PFS	C	TP2_3	NSGAII_SPEA2	NSGAII	SPEA2	A	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsEP	HV	EP	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsGD	HV	GD	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsGS	HV	GS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsED	HV	ED	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsPFS	HV	PFS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
HVvsC	HV	C	TP2_3	PAES_SMPSO	PAES	SMPSO	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsGD	IGD	GD	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsGS	IGD	GS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsED	IGD	ED	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
